pokedex_names,elementType,species,height,weight,gender,eggGroups,eggCycle,base_hp,base_attack,base_defense,base_spAtk,base_spDef,base_speed,min100_hp,min100_attack,min100_defense,min100_spAtk,min100_spDef,min100_speed,max100_hp,max100_attack,max100_defense,max100_spAtk,max100_spDef,max100_speed,type_normal,type_fire,type_water,type_electricity,type_grass,type_ice,type_fighting,type_poison,type_ground,type_flying,type_psychic,type_bug,type_rock,type_ghost,type_dragon,type_dark,type_steel,type_fairy
illumise,Bug,Firefly Pokémon,0.6 m (2′00″),17.7 kg (39.0 lbs),"0% male, 100% female","Bug, Human-Like","15				(3,599–3,855 steps)",65,47,75,73,85,85,240,89,139,135,157,157,334,212,273,269,295,295,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
roselia,Grass			Poison,Thorn Pokémon,0.3 m (1′00″),2.0 kg (4.4 lbs),"50% male, 50% female","Fairy, Grass","20				(4,884–5,140 steps)",50,60,45,100,80,65,210,112,85,184,148,121,304,240,207,328,284,251,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
gulpin,Poison,Stomach Pokémon,0.4 m (1′04″),10.3 kg (22.7 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",70,43,53,43,53,40,250,81,99,81,99,76,344,203,225,203,225,196,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
swalot,Poison,Poison Bag Pokémon,1.7 m (5′07″),80.0 kg (176.4 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",100,73,83,73,83,55,310,135,153,135,153,103,404,269,291,269,291,229,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
carvanha,Water			Dark,Savage Pokémon,0.8 m (2′07″),20.8 kg (45.9 lbs),"50% male, 50% female",Water 2,"20				(4,884–5,140 steps)",45,90,20,65,20,65,200,166,40,121,40,121,294,306,152,251,152,251,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
sharpedo,Water			Dark,Brutal Pokémon,1.8 m (5′11″),88.8 kg (195.8 lbs),"50% male, 50% female",Water 2,"20				(4,884–5,140 steps)",70,120,40,95,40,95,250,220,76,175,76,175,344,372,196,317,196,317,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
wailmer,Water,Ball Whale Pokémon,2.0 m (6′07″),130.0 kg (286.6 lbs),"50% male, 50% female","Field, Water 2","40				(10,024–10,280 steps)",130,70,35,70,35,60,370,130,67,130,67,112,464,262,185,262,185,240,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
wailord,Water,Float Whale Pokémon,14.5 m (47′07″),398.0 kg (877.4 lbs),"50% male, 50% female","Field, Water 2","40				(10,024–10,280 steps)",170,90,45,90,45,60,450,166,85,166,85,112,544,306,207,306,207,240,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
numel,Fire			Ground,Numb Pokémon,0.7 m (2′04″),24.0 kg (52.9 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",60,60,40,65,45,35,230,112,76,121,85,67,324,240,196,251,207,185,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
camerupt,Fire			Ground,Eruption Pokémon,1.9 m (6′03″),220.0 kg (485.0 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",70,100,70,105,75,40,250,184,130,193,139,76,344,328,262,339,273,196,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
torkoal,Fire,Coal Pokémon,0.5 m (1′08″),80.4 kg (177.3 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",70,85,140,85,70,20,250,157,256,157,130,40,344,295,416,295,262,152,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
spoink,Psychic,Bounce Pokémon,0.7 m (2′04″),30.6 kg (67.5 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",60,25,35,70,80,60,230,49,67,130,148,112,324,163,185,262,284,240,1,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,2,1,2,1,1
grumpig,Psychic,Manipulate Pokémon,0.9 m (2′11″),71.5 kg (157.6 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",80,45,65,90,110,80,270,85,121,166,202,148,364,207,251,306,350,284,1,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,2,1,2,1,1
spinda,Normal,Spot Panda Pokémon,1.1 m (3′07″),5.0 kg (11.0 lbs),"50% male, 50% female","Field, Human-Like","15				(3,599–3,855 steps)",60,60,60,60,60,60,230,112,112,112,112,112,324,240,240,240,240,240,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
trapinch,Ground,Ant Pit Pokémon,0.7 m (2′04″),15.0 kg (33.1 lbs),"50% male, 50% female","Bug, Dragon","20				(4,884–5,140 steps)",45,100,45,45,45,10,200,184,85,85,85,22,294,328,207,207,207,130,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
vibrava,Ground			Dragon,Vibration Pokémon,1.1 m (3′07″),15.3 kg (33.7 lbs),"50% male, 50% female","Bug, Dragon","20				(4,884–5,140 steps)",50,70,50,50,50,70,210,130,94,94,94,130,304,262,218,218,218,262,1,0.5,1,0,1,4,1,0.5,0,1,1,1,0.5,1,2,1,1,2
flygon,Ground			Dragon,Mystic Pokémon,2.0 m (6′07″),82.0 kg (180.8 lbs),"50% male, 50% female","Bug, Dragon","20				(4,884–5,140 steps)",80,100,80,80,80,100,270,184,148,148,148,184,364,328,284,284,284,328,1,0.5,1,0,1,4,1,0.5,0,1,1,1,0.5,1,2,1,1,2
cacnea,Grass,Cactus Pokémon,0.4 m (1′04″),51.3 kg (113.1 lbs),"50% male, 50% female","Grass, Human-Like","20				(4,884–5,140 steps)",50,85,40,85,40,35,210,157,76,157,76,67,304,295,196,295,196,185,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
cacturne,Grass			Dark,Scarecrow Pokémon,1.3 m (4′03″),77.4 kg (170.6 lbs),"50% male, 50% female","Grass, Human-Like","20				(4,884–5,140 steps)",70,115,60,115,60,55,250,211,112,211,112,103,344,361,240,361,240,229,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
swablu,Normal			Flying,Cotton Bird Pokémon,0.4 m (1′04″),1.2 kg (2.6 lbs),"50% male, 50% female","Dragon, Flying","20				(4,884–5,140 steps)",45,40,60,40,75,50,200,76,112,76,139,94,294,196,240,196,273,218,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
altaria,Dragon			Flying,Humming Pokémon,1.1 m (3′07″),20.6 kg (45.4 lbs),"50% male, 50% female","Dragon, Flying","20				(4,884–5,140 steps)",75,70,90,70,105,80,260,130,166,130,193,148,354,262,306,262,339,284,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
zangoose,Normal,Cat Ferret Pokémon,1.3 m (4′03″),40.3 kg (88.8 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",73,115,60,60,60,90,256,211,112,112,112,166,350,361,240,240,240,306,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
seviper,Poison,Fang Snake Pokémon,2.7 m (8′10″),52.5 kg (115.7 lbs),"50% male, 50% female","Dragon, Field","20				(4,884–5,140 steps)",73,100,60,100,60,65,256,184,112,184,112,121,350,328,240,328,240,251,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
lunatone,Rock			Psychic,Meteorite Pokémon,1.0 m (3′03″),168.0 kg (370.4 lbs),Genderless,Mineral,"25				(6,169–6,425 steps)",90,55,65,95,85,70,290,103,121,175,157,130,384,229,251,317,295,262,0.5,0.5,2,1,2,1,1,0.5,0,0.5,0.5,2,1,2,1,2,2,1
solrock,Rock			Psychic,Meteorite Pokémon,1.2 m (3′11″),154.0 kg (339.5 lbs),Genderless,Mineral,"25				(6,169–6,425 steps)",90,95,85,55,65,70,290,175,157,103,121,130,384,317,295,229,251,262,0.5,0.5,2,1,2,1,1,0.5,0,0.5,0.5,2,1,2,1,2,2,1
barboach,Water			Ground,Whiskers Pokémon,0.4 m (1′04″),1.9 kg (4.2 lbs),"50% male, 50% female",Water 2,"20				(4,884–5,140 steps)",50,48,43,46,41,60,210,90,81,87,78,112,304,214,203,210,199,240,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
whiscash,Water			Ground,Whiskers Pokémon,0.9 m (2′11″),23.6 kg (52.0 lbs),"50% male, 50% female",Water 2,"20				(4,884–5,140 steps)",110,78,73,76,71,60,330,144,135,141,132,112,424,280,269,276,265,240,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
corphish,Water,Ruffian Pokémon,0.6 m (2′00″),11.5 kg (25.4 lbs),"50% male, 50% female","Water 1, Water 3","15				(3,599–3,855 steps)",43,80,65,50,35,35,196,148,121,94,67,67,290,284,251,218,185,185,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
crawdaunt,Water			Dark,Rogue Pokémon,1.1 m (3′07″),32.8 kg (72.3 lbs),"50% male, 50% female","Water 1, Water 3","15				(3,599–3,855 steps)",63,120,85,90,55,55,236,220,157,166,103,103,330,372,295,306,229,229,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
baltoy,Ground			Psychic,Clay Doll Pokémon,0.5 m (1′08″),21.5 kg (47.4 lbs),Genderless,Mineral,"20				(4,884–5,140 steps)",40,40,55,40,70,55,190,76,103,76,130,103,284,196,229,196,262,229,1,1,2,0,2,2,0.5,0.5,0,1,0.5,2,0.5,2,1,2,1,1
claydol,Ground			Psychic,Clay Doll Pokémon,1.5 m (4′11″),108.0 kg (238.1 lbs),Genderless,Mineral,"20				(4,884–5,140 steps)",60,70,105,70,120,75,230,130,193,130,220,139,324,262,339,262,372,273,1,1,2,0,2,2,0.5,0.5,0,1,0.5,2,0.5,2,1,2,1,1
lileep,Rock			Grass,Sea Lily Pokémon,1.0 m (3′03″),23.8 kg (52.5 lbs),"87.5% male, 12.5% female",Water 3,"30				(7,454–7,710 steps)",66,41,77,61,87,23,242,78,143,114,161,45,336,199,278,243,300,159,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
cradily,Rock			Grass,Barnacle Pokémon,1.5 m (4′11″),60.4 kg (133.2 lbs),"87.5% male, 12.5% female",Water 3,"30				(7,454–7,710 steps)",86,81,97,81,107,43,282,150,179,150,197,81,376,287,322,287,344,203,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
anorith,Rock			Bug,Old Shrimp Pokémon,0.7 m (2′04″),12.5 kg (27.6 lbs),"87.5% male, 12.5% female",Water 3,"30				(7,454–7,710 steps)",45,95,50,40,50,75,200,175,94,76,94,139,294,317,218,196,218,273,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
armaldo,Rock			Bug,Plate Pokémon,1.5 m (4′11″),68.2 kg (150.4 lbs),"87.5% male, 12.5% female",Water 3,"30				(7,454–7,710 steps)",75,125,100,70,80,45,260,229,184,130,148,85,354,383,328,262,284,207,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
feebas,Water,Fish Pokémon,0.6 m (2′00″),7.4 kg (16.3 lbs),"50% male, 50% female","Dragon, Water 1","20				(4,884–5,140 steps)",20,15,20,10,55,80,150,31,40,22,103,148,244,141,152,130,229,284,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
milotic,Water,Tender Pokémon,6.2 m (20′04″),162.0 kg (357.1 lbs),"50% male, 50% female","Dragon, Water 1","20				(4,884–5,140 steps)",95,60,79,100,125,81,300,112,146,184,229,150,394,240,282,328,383,287,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
castform,Normal,Weather Pokémon,0.3 m (1′00″),0.8 kg (1.8 lbs),"50% male, 50% female","Amorphous, Fairy","25				(6,169–6,425 steps)",70,70,70,70,70,70,250,130,130,130,130,130,344,262,262,262,262,262,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
kecleon,Normal,Color Swap Pokémon,1.0 m (3′03″),22.0 kg (48.5 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",60,90,70,60,120,40,230,166,130,112,220,76,324,306,262,240,372,196,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
shuppet,Ghost,Puppet Pokémon,0.6 m (2′00″),2.3 kg (5.1 lbs),"50% male, 50% female",Amorphous,"25				(6,169–6,425 steps)",44,75,35,63,33,45,198,139,67,117,63,85,292,273,185,247,181,207,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
banette,Ghost,Marionette Pokémon,1.1 m (3′07″),12.5 kg (27.6 lbs),"50% male, 50% female",Amorphous,"25				(6,169–6,425 steps)",64,115,65,83,63,65,238,211,121,153,117,121,332,361,251,291,247,251,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
duskull,Ghost,Requiem Pokémon,0.8 m (2′07″),15.0 kg (33.1 lbs),"50% male, 50% female",Amorphous,"25				(6,169–6,425 steps)",20,40,90,30,90,25,150,76,166,58,166,49,244,196,306,174,306,163,0,1,1,1,1,1,0,0.5,0,1,1,0.5,1,2,1,2,1,1
dusclops,Ghost,Beckon Pokémon,1.6 m (5′03″),30.6 kg (67.5 lbs),"50% male, 50% female",Amorphous,"25				(6,169–6,425 steps)",40,70,130,60,130,25,190,130,238,112,238,49,284,262,394,240,394,163,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
tropius,Grass			Flying,Fruit Pokémon,2.0 m (6′07″),100.0 kg (220.5 lbs),"50% male, 50% female","Grass, Monster","25				(6,169–6,425 steps)",99,68,83,72,87,51,308,126,153,134,161,96,402,258,291,267,300,221,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
chimecho,Psychic,Wind Chime Pokémon,0.6 m (2′00″),1.0 kg (2.2 lbs),"50% male, 50% female",Amorphous,"25				(6,169–6,425 steps)",75,50,80,95,90,65,260,94,148,175,166,121,354,218,284,317,306,251,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
absol,Dark,Disaster Pokémon,1.2 m (3′11″),47.0 kg (103.6 lbs),"50% male, 50% female",Field,"25				(6,169–6,425 steps)",65,130,60,75,60,75,240,238,112,139,112,139,334,394,240,273,240,273,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
wynaut,Psychic,Bright Pokémon,0.6 m (2′00″),14.0 kg (30.9 lbs),"50% male, 50% female",Undiscovered,"20				(4,884–5,140 steps)",95,23,48,23,48,23,300,45,90,45,90,45,394,159,214,159,214,159,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
snorunt,Ice,Snow Hat Pokémon,0.7 m (2′04″),16.8 kg (37.0 lbs),"50% male, 50% female","Fairy, Mineral","20				(4,884–5,140 steps)",50,50,50,50,50,50,210,94,94,94,94,94,304,218,218,218,218,218,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
glalie,Ice,Face Pokémon,1.5 m (4′11″),256.5 kg (565.5 lbs),"50% male, 50% female","Fairy, Mineral","20				(4,884–5,140 steps)",80,80,80,80,80,80,270,148,148,148,148,148,364,284,284,284,284,284,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
spheal,Ice			Water,Clap Pokémon,0.8 m (2′07″),39.5 kg (87.1 lbs),"50% male, 50% female","Field, Water 1","20				(4,884–5,140 steps)",70,40,50,55,50,25,250,76,94,103,94,49,344,196,218,229,218,163,1,0.5,0.5,2,2,NA,2,1,1,1,1,1,2,1,1,1,1,1
sealeo,Ice			Water,Ball Roll Pokémon,1.1 m (3′07″),87.6 kg (193.1 lbs),"50% male, 50% female","Field, Water 1","20				(4,884–5,140 steps)",90,60,70,75,70,45,290,112,130,139,130,85,384,240,262,273,262,207,1,0.5,0.5,2,2,NA,2,1,1,1,1,1,2,1,1,1,1,1
walrein,Ice			Water,Ice Break Pokémon,1.4 m (4′07″),150.6 kg (332.0 lbs),"50% male, 50% female","Field, Water 1","20				(4,884–5,140 steps)",110,80,90,95,90,65,330,148,166,175,166,121,424,284,306,317,306,251,1,0.5,0.5,2,2,NA,2,1,1,1,1,1,2,1,1,1,1,1
clamperl,Water,Bivalve Pokémon,0.4 m (1′04″),52.5 kg (115.7 lbs),"50% male, 50% female",Water 1,"20				(4,884–5,140 steps)",35,64,85,74,55,32,180,119,157,137,103,62,274,249,295,271,229,179,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
huntail,Water,Deep Sea Pokémon,1.7 m (5′07″),27.0 kg (59.5 lbs),"50% male, 50% female",Water 1,"20				(4,884–5,140 steps)",55,104,105,94,75,52,220,191,193,173,139,98,314,337,339,315,273,223,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
gorebyss,Water,South Sea Pokémon,1.8 m (5′11″),22.6 kg (49.8 lbs),"50% male, 50% female",Water 1,"20				(4,884–5,140 steps)",55,84,105,114,75,52,220,155,193,209,139,98,314,293,339,359,273,223,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
relicanth,Water			Rock,Longevity Pokémon,1.0 m (3′03″),23.4 kg (51.6 lbs),"87.5% male, 12.5% female","Water 1, Water 2","40				(10,024–10,280 steps)",100,90,130,45,65,55,310,166,238,85,121,103,404,306,394,207,251,229,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
luvdisc,Water,Rendezvous Pokémon,0.6 m (2′00″),8.7 kg (19.2 lbs),"25% male, 75% female",Water 2,"20				(4,884–5,140 steps)",43,30,55,40,65,97,196,58,103,76,121,179,290,174,229,196,251,322,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
bagon,Dragon,Rock Head Pokémon,0.6 m (2′00″),42.1 kg (92.8 lbs),"50% male, 50% female",Dragon,"40				(10,024–10,280 steps)",45,75,60,40,30,50,200,139,112,76,58,94,294,273,240,196,174,218,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
shelgon,Dragon,Endurance Pokémon,1.1 m (3′07″),110.5 kg (243.6 lbs),"50% male, 50% female",Dragon,"40				(10,024–10,280 steps)",65,95,100,60,50,50,240,175,184,112,94,94,334,317,328,240,218,218,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
salamence,Dragon			Flying,Dragon Pokémon,1.5 m (4′11″),102.6 kg (226.2 lbs),"50% male, 50% female",Dragon,"40				(10,024–10,280 steps)",95,135,80,110,80,100,300,247,148,202,148,184,394,405,284,350,284,328,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
beldum,Steel			Psychic,Iron Ball Pokémon,0.6 m (2′00″),95.2 kg (209.9 lbs),Genderless,Mineral,"40				(10,024–10,280 steps)",40,55,80,35,60,30,190,103,148,67,112,58,284,229,284,185,240,174,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
metang,Steel			Psychic,Iron Claw Pokémon,1.2 m (3′11″),202.5 kg (446.4 lbs),Genderless,Mineral,"40				(10,024–10,280 steps)",60,75,100,55,80,50,230,139,184,103,148,94,324,273,328,229,284,218,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
metagross,Steel			Psychic,Iron Leg Pokémon,1.6 m (5′03″),550.0 kg (1212.5 lbs),Genderless,Mineral,"40				(10,024–10,280 steps)",80,135,130,95,90,70,270,247,238,175,166,130,364,405,394,317,306,262,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
regirock,Rock,Rock Peak Pokémon,1.7 m (5′07″),230.0 kg (507.1 lbs),Genderless,Undiscovered,"80				(20,304–20,560 steps)",80,100,200,50,100,50,270,184,364,94,184,94,364,328,548,218,328,218,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
regice,Ice,Iceberg Pokémon,1.8 m (5′11″),175.0 kg (385.8 lbs),Genderless,Undiscovered,"80				(20,304–20,560 steps)",80,50,100,100,200,50,270,94,184,184,364,94,364,218,328,328,548,218,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
registeel,Steel,Iron Pokémon,1.9 m (6′03″),205.0 kg (451.9 lbs),Genderless,Undiscovered,"80				(20,304–20,560 steps)",80,75,150,75,150,50,270,139,274,139,274,94,364,273,438,273,438,218,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
latias,Dragon			Psychic,Eon Pokémon,1.4 m (4′07″),40.0 kg (88.2 lbs),"0% male, 100% female",Undiscovered,"120				(30,584–30,840 steps)",80,80,90,110,130,110,270,148,166,202,238,202,364,284,306,350,394,350,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
latios,Dragon			Psychic,Eon Pokémon,2.0 m (6′07″),60.0 kg (132.3 lbs),"100% male, 0% female",Undiscovered,"120				(30,584–30,840 steps)",80,90,80,130,110,110,270,166,148,238,202,202,364,306,284,394,350,350,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
kyogre,Water,Sea Basin Pokémon,4.5 m (14′09″),352.0 kg (776.0 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",100,100,90,150,140,90,310,184,166,274,256,166,404,328,306,438,416,306,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
groudon,Ground,Continent Pokémon,3.5 m (11′06″),950.0 kg (2094.4 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",100,150,140,100,90,90,310,274,256,184,166,166,404,438,416,328,306,306,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
rayquaza,Dragon			Flying,Sky High Pokémon,7.0 m (23′00″),206.5 kg (455.3 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",105,150,90,150,90,95,320,274,166,274,166,175,414,438,306,438,306,317,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
jirachi,Steel			Psychic,Wish Pokémon,0.3 m (1′00″),1.1 kg (2.4 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",100,100,100,100,100,100,310,184,184,184,184,184,404,328,328,328,328,328,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
turtwig,Grass,Tiny Leaf Pokémon,0.4 m (1′04″),10.2 kg (22.5 lbs),"87.5% male, 12.5% female","Grass, Monster","20				(4,884–5,140 steps)",55,68,64,45,55,31,220,126,119,85,103,60,314,258,249,207,229,177,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
grotle,Grass,Grove Pokémon,1.1 m (3′07″),97.0 kg (213.8 lbs),"87.5% male, 12.5% female","Grass, Monster","20				(4,884–5,140 steps)",75,89,85,55,65,36,260,164,157,103,121,69,354,304,295,229,251,188,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
torterra,Grass			Ground,Continent Pokémon,2.2 m (7′03″),310.0 kg (683.4 lbs),"87.5% male, 12.5% female","Grass, Monster","20				(4,884–5,140 steps)",95,109,105,75,85,56,300,200,193,139,157,105,394,348,339,273,295,232,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1
chimchar,Fire,Chimp Pokémon,0.5 m (1′08″),6.2 kg (13.7 lbs),"87.5% male, 12.5% female","Field, Human-Like","20				(4,884–5,140 steps)",44,58,44,58,44,61,198,108,83,108,83,114,292,236,205,236,205,243,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
monferno,Fire			Fighting,Playful Pokémon,0.9 m (2′11″),22.0 kg (48.5 lbs),"87.5% male, 12.5% female","Field, Human-Like","20				(4,884–5,140 steps)",64,78,52,78,52,81,238,144,98,144,98,150,332,280,223,280,223,287,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
infernape,Fire			Fighting,Flame Pokémon,1.2 m (3′11″),55.0 kg (121.3 lbs),"87.5% male, 12.5% female","Field, Human-Like","20				(4,884–5,140 steps)",76,104,71,104,71,108,262,191,132,191,132,198,356,337,265,337,265,346,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
piplup,Water,Penguin Pokémon,0.4 m (1′04″),5.2 kg (11.5 lbs),"87.5% male, 12.5% female","Field, Water 1","20				(4,884–5,140 steps)",53,51,53,61,56,40,216,96,99,114,105,76,310,221,225,243,232,196,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
prinplup,Water,Penguin Pokémon,0.8 m (2′07″),23.0 kg (50.7 lbs),"87.5% male, 12.5% female","Field, Water 1","20				(4,884–5,140 steps)",64,66,68,81,76,50,238,123,126,150,141,94,332,254,258,287,276,218,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
empoleon,Water			Steel,Emperor Pokémon,1.7 m (5′07″),84.5 kg (186.3 lbs),"87.5% male, 12.5% female","Field, Water 1","20				(4,884–5,140 steps)",84,86,88,111,101,60,278,159,162,204,186,112,372,298,302,353,331,240,0.5,1,0.5,2,1,0.25,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.25,0.5
starly,Normal			Flying,Starling Pokémon,0.3 m (1′00″),2.0 kg (4.4 lbs),"50% male, 50% female",Flying,"15				(3,599–3,855 steps)",40,55,30,30,30,60,190,103,58,58,58,112,284,229,174,174,174,240,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
staravia,Normal			Flying,Starling Pokémon,0.6 m (2′00″),15.5 kg (34.2 lbs),"50% male, 50% female",Flying,"15				(3,599–3,855 steps)",55,75,50,40,40,80,220,139,94,76,76,148,314,273,218,196,196,284,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
staraptor,Normal			Flying,Predator Pokémon,1.2 m (3′11″),24.9 kg (54.9 lbs),"50% male, 50% female",Flying,"15				(3,599–3,855 steps)",85,120,70,50,60,100,280,220,130,94,112,184,374,372,262,218,240,328,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
bidoof,Normal,Plump Mouse Pokémon,0.5 m (1′08″),20.0 kg (44.1 lbs),"50% male, 50% female","Field, Water 1","15				(3,599–3,855 steps)",59,45,40,35,40,31,228,85,76,67,76,60,322,207,196,185,196,177,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
bibarel,Normal			Water,Beaver Pokémon,1.0 m (3′03″),31.5 kg (69.4 lbs),"50% male, 50% female","Field, Water 1","15				(3,599–3,855 steps)",79,85,60,55,60,71,268,157,112,103,112,132,362,295,240,229,240,265,1,0.5,0.5,2,2,0.5,2,1,1,1,1,1,1,0,1,1,0.5,1
